,Receiving,Rec,Yds,Avg,Long,TD,Tgt,FL,opp,weekn
3163,D. Metcalf,2,52,26.0,31,1,5,0,sf,14
3164,N. Fant,2,35,17.5,26,0,4,0,sf,14
3165,K. Walker III,4,33,8.3,27,0,5,0,sf,14
3166,C. Parkinson,2,28,14.0,25,1,2,0,sf,14
3167,J. Smith-Njigba,4,25,6.3,11,0,7,0,sf,14
3168,Z. Charbonnet,1,4,4.0,4,0,1,0,sf,14
3169,W. Dissly,1,3,3.0,3,0,1,0,sf,14
3170,D. Adams,7,53,7.6,24,0,10,0,min,14
3171,H. Renfrow,3,46,15.3,38,0,5,1,min,14
3172,J. Meyers,5,25,5.0,12,0,6,0,min,14
3173,J. Jacobs,2,16,8.0,9,0,2,0,min,14
3174,M. Mayer,1,14,14.0,14,0,2,0,min,14
3175,A. Abdullah,2,7,3.5,7,0,2,0,min,14
3176,A. Hooper,1,5,5.0,5,0,1,0,min,14
3177,G. Van Roten,0,5,0.0,5,0,0,1,min,14
3178,T. Tucker,0,0,0.0,0,0,1,0,min,14
3179,T. Hockenson,5,53,10.6,26,0,8,0,lv,14
3180,J. Addison,2,27,13.5,20,0,3,0,lv,14
3181,J. Jefferson,2,27,13.5,15,0,3,0,lv,14
3182,K. Osborn,4,15,3.8,12,0,7,0,lv,14
3183,J. Nailor,2,13,6.5,9,0,5,0,lv,14
3184,T. Chandler,3,7,2.3,6,0,3,0,lv,14
3185,J. Mundt,1,4,4.0,4,0,1,0,lv,14
3186,A. Mattison,0,0,0.0,0,0,1,0,lv,14
3187,J. Oliver,0,0,0.0,0,0,1,0,lv,14
3188,B. Powell,0,0,0.0,0,0,1,0,lv,14
3189,Q. Johnston,3,91,30.3,57,0,4,0,den,14
3190,K. Allen,6,68,11.3,22,0,12,0,den,14
3191,A. Ekeler,5,49,9.8,18,0,7,0,den,14
3192,G. Everett,5,39,7.8,12,0,8,0,den,14
3193,D. Parham Jr.,1,11,11.0,11,0,2,0,den,14
3194,A. Erickson,1,9,9.0,9,0,7,0,den,14
3195,J. Guyton,1,8,8.0,8,0,1,0,den,14
3196,C. Sutton,3,62,20.7,46,1,4,0,lac,14
3197,S. Perine,5,36,7.2,9,0,5,0,lac,14
3198,L. Krull,1,35,35.0,35,0,1,0,lac,14
3199,J. Williams,3,25,8.3,14,0,4,0,lac,14
3200,A. Trautman,2,19,9.5,10,1,3,0,lac,14
3201,J. Jeudy,2,16,8.0,9,0,6,0,lac,14
3202,L. Humphrey,1,12,12.0,12,0,1,0,lac,14
3203,M. Mims Jr.,2,11,5.5,8,0,3,0,lac,14
3204,J. McLaughlin,1,7,7.0,7,0,2,0,lac,14
3205,M. Burton,1,1,1.0,1,0,1,0,lac,14
3206,J. Waddle,6,79,13.2,16,0,8,0,ten,14
3207,T. Hill,4,61,15.3,25,0,5,0,ten,14
3208,C. Wilson Jr.,2,30,15.0,22,0,4,0,ten,14
3209,D. Achane,5,24,4.8,11,0,9,0,ten,14
3210,D. Smythe,2,16,8.0,9,0,3,0,ten,14
3211,B. Berrios,2,13,6.5,7,0,2,0,ten,14
3212,A. Ingold,1,13,13.0,13,0,1,0,ten,14
3213,R. Mostert,1,4,4.0,4,0,1,0,ten,14
3214,D. Hopkins,7,124,17.7,45,1,12,0,mia,14
3215,T. Spears,6,89,14.8,30,0,8,0,mia,14
3216,C. Okonkwo,5,46,9.2,16,0,6,0,mia,14
3217,N. Westbrook-Ikhine,2,28,14.0,23,0,4,0,mia,14
3218,C. Moore,1,22,22.0,22,0,1,0,mia,14
3219,D. Henry,1,17,17.0,17,0,2,0,mia,14
3220,T. Burks,1,1,1.0,1,0,3,0,mia,14
3221,T. Kelce,6,83,13.8,23,0,10,0,buf,14
3222,R. Rice,7,72,10.3,19,1,10,1,buf,14
3223,C. Edwards-Helaire,2,29,14.5,20,0,4,0,buf,14
3224,K. Toney,3,25,8.3,9,0,4,0,buf,14
3225,M. Valdes-Scantling,2,22,11.0,15,0,4,0,buf,14
3226,J. McKinnon,3,18,6.0,8,0,3,0,buf,14
3227,J. Watson,1,18,18.0,18,0,1,0,buf,14
3228,R. James Jr.,1,4,4.0,4,0,2,0,buf,14
3229,S. Moore,0,0,0.0,0,0,1,0,buf,14
3230,J. Cook,5,83,16.6,27,1,5,0,kc,14
3231,D. Knox,3,36,12.0,13,0,3,0,kc,14
3232,D. Harty,1,25,25.0,25,0,1,0,kc,14
3233,S. Diggs,4,24,6.0,9,0,11,0,kc,14
3234,D. Kincaid,5,21,4.2,8,0,8,0,kc,14
3235,L. Murray,1,21,21.0,21,0,1,0,kc,14
3236,K. Shakir,1,12,12.0,12,0,1,0,kc,14
3237,T. Sherfield,1,9,9.0,9,0,2,0,kc,14
3238,T. Johnson,2,2,1.0,3,0,2,0,kc,14
3239,G. Davis,0,0,0.0,0,0,2,0,kc,14
3240,D. Moore,6,68,11.3,38,1,10,0,det,14
3241,C. Kmet,5,66,13.2,41,0,7,0,det,14
3242,D. Mooney,2,44,22.0,28,0,7,0,det,14
3243,D. Foreman,2,22,11.0,16,0,3,0,det,14
3244,V. Jones Jr.,1,11,11.0,11,0,1,0,det,14
3245,T. Scott,1,11,11.0,11,0,1,0,det,14
3246,M. Lewis,1,4,4.0,4,0,1,0,det,14
3247,K. Blasingame,1,-3,-3.0,-3,0,1,0,det,14
3248,J. Reynolds,3,44,14.7,27,1,4,0,chi,14
3249,S. LaPorta,2,23,11.5,13,0,6,0,chi,14
3250,A. St. Brown,3,21,7.0,11,0,9,0,chi,14
3251,D. Montgomery,3,19,6.3,10,0,3,0,chi,14
3252,D. Peoples-Jones,1,17,17.0,17,0,1,0,chi,14
3253,J. Gibbs,3,16,5.3,12,0,4,0,chi,14
3254,K. Raymond,3,15,5.0,5,0,4,0,chi,14
3255,B. Wright,2,6,3.0,4,0,2,0,chi,14
3256,J. Williams,0,0,0.0,0,0,1,0,chi,14
3257,G. Wilson,9,108,12.0,25,0,14,0,hou,14
3258,B. Hall,8,86,10.8,27,1,9,0,hou,14
3259,T. Conklin,4,57,14.3,24,0,6,0,hou,14
3260,J. Ruckert,3,37,12.3,19,0,3,0,hou,14
3261,R. Cobb,1,15,15.0,15,1,1,0,hou,14
3262,X. Gipson,1,3,3.0,3,0,1,0,hou,14
3263,D. Cook,1,-5,-5.0,-5,0,1,0,hou,14
3264,B. Jordan,3,35,11.7,23,0,3,0,nyj,14
3265,A. Beck,1,26,26.0,26,0,1,0,nyj,14
3266,X. Hutchinson,2,15,7.5,8,0,3,0,nyj,14
3267,N. Collins,1,13,13.0,13,0,1,0,nyj,14
3268,J. Metchie III,1,6,6.0,6,0,5,0,nyj,14
3269,D. Ogunbowale,1,4,4.0,4,0,2,0,nyj,14
3270,D. Pierce,1,-2,-2.0,-2,0,1,0,nyj,14
3271,R. Woods,1,-2,-2.0,-2,0,3,0,nyj,14
3272,N. Brown,0,0,0.0,0,0,5,0,nyj,14
3273,D. Singletary,0,0,0.0,0,0,3,0,nyj,14
3274,D. London,10,172,17.2,45,0,11,0,tb,14
3275,K. Pitts,3,57,19.0,36,1,6,0,tb,14
3276,B. Robinson,5,54,10.8,33,0,7,0,tb,14
3277,J. Smith,4,27,6.8,9,0,7,0,tb,14
3278,K. Hodge,1,18,18.0,18,0,2,0,tb,14
3279,M. Pruitt,2,15,7.5,11,0,2,0,tb,14
3280,M. Hollins,1,4,4.0,4,0,1,0,tb,14
3281,S. Miller,0,0,0.0,0,0,3,0,tb,14
3282,C. Godwin,5,53,10.6,32,0,11,0,atl,14
3283,R. White,2,33,16.5,31,1,2,0,atl,14
3284,C. Edmonds,2,18,9.0,10,0,2,0,atl,14
3285,C. Otton,2,16,8.0,11,1,5,0,atl,14
3286,D. Moore,1,11,11.0,11,0,1,0,atl,14
3287,M. Evans,1,8,8.0,8,0,6,0,atl,14
3288,T. Palmer,1,5,5.0,5,0,1,0,atl,14
3289,K. Kieft,0,0,0.0,0,0,1,0,atl,14
3290,A. Perry,1,44,44.0,44,0,1,0,car,14
3291,C. Olave,4,28,7.0,8,1,5,0,car,14
3292,L. Bowden Jr.,4,24,6.0,15,0,4,0,car,14
3293,J. Graham,2,16,8.0,12,1,2,0,car,14
3294,J. Johnson,2,10,5.0,7,0,2,0,car,14
3295,F. Moreau,2,8,4.0,7,0,2,0,car,14
3296,A. Kamara,3,-11,-3.7,5,0,5,0,car,14
3297,J. Williams,0,0,0.0,0,0,1,0,car,14
3298,A. Thielen,5,74,14.8,32,0,7,0,no,14
3299,D. Chark Jr.,2,26,13.0,18,0,4,0,no,14
3300,J. Mingo,2,22,11.0,13,0,9,0,no,14
3301,C. Hubbard,2,9,4.5,6,0,2,0,no,14
3302,R. Blackshear,1,4,4.0,4,0,2,0,no,14
3303,T. Tremble,1,2,2.0,2,0,3,0,no,14
3304,I. Smith-Marsette,0,0,0.0,0,0,1,0,no,14
3305,S. Sullivan,0,0,0.0,0,0,4,0,no,14
3306,D. Njoku,6,91,15.2,34,2,8,0,jax,14
3307,A. Cooper,7,77,11.0,17,0,14,1,jax,14
3308,E. Moore,3,42,14.0,20,0,6,0,jax,14
3309,D. Bell,1,41,41.0,41,1,3,0,jax,14
3310,J. Ford,5,31,6.2,10,0,6,0,jax,14
3311,C. Tillman,2,23,11.5,14,0,4,0,jax,14
3312,J. Akins,1,3,3.0,3,0,1,0,jax,14
3313,K. Hunt,1,3,3.0,3,0,1,0,jax,14
3314,E. Engram,11,95,8.6,23,2,12,0,cle,14
3315,C. Ridley,4,53,13.3,16,0,13,0,cle,14
3316,T. Etienne Jr.,4,37,9.3,18,0,4,0,cle,14
3317,Z. Jones,5,29,5.8,12,0,14,0,cle,14
3318,P. Washington,2,27,13.5,19,1,3,1,cle,14
3319,D. Johnson,2,16,8.0,10,0,3,0,cle,14
3320,O. Beckham Jr.,4,97,24.3,46,1,10,0,lar,14
3321,I. Likely,5,83,16.6,54,1,7,0,lar,14
3322,Z. Flowers,6,60,10.0,21,1,10,0,lar,14
3323,N. Agholor,5,32,6.4,12,0,5,0,lar,14
3324,R. Bateman,2,24,12.0,14,0,4,0,lar,14
3325,J. Hill,1,12,12.0,12,0,2,0,lar,14
3326,K. Mitchell,1,8,8.0,8,0,2,0,lar,14
3327,C. Kupp,8,115,14.4,34,1,10,0,bal,14
3328,P. Nacua,5,84,16.8,34,0,8,0,bal,14
3329,D. Allen,4,50,12.5,21,1,5,0,bal,14
3330,D. Robinson,3,46,15.3,22,1,10,0,bal,14
3331,K. Williams,3,-1,-0.3,9,0,4,0,bal,14
3332,T. Atwell,0,0,0.0,0,0,1,0,bal,14
3333,C. Brown,3,80,26.7,54,1,3,0,ind,14
3334,T. Higgins,2,72,36.0,46,0,4,0,ind,14
3335,J. Mixon,3,46,15.3,45,0,4,0,ind,14
3336,J. Chase,3,29,9.7,14,0,4,0,ind,14
3337,T. Boyd,2,23,11.5,17,0,3,0,ind,14
3338,T. Hudson,2,21,10.5,11,1,3,0,ind,14
3339,D. Sample,2,4,2.0,3,0,2,0,ind,14
3340,M. Wilcox,1,0,0.0,0,0,1,0,ind,14
3341,T. Williams,1,-1,-1.0,-1,0,1,0,ind,14
3342,M. Pittman Jr.,8,95,11.9,31,0,11,0,cin,14
3343,W. Mallory,5,46,9.2,16,0,5,0,cin,14
3344,J. Downs,3,32,10.7,12,0,3,0,cin,14
3345,Z. Moss,4,28,7.0,15,0,8,0,cin,14
3346,A. Pierce,2,22,11.0,12,0,3,0,cin,14
3347,K. Granson,2,17,8.5,9,0,4,0,cin,14
3348,M. Alie-Cox,1,2,2.0,2,1,1,0,cin,14
3349,T. Goodson,1,-2,-2.0,-2,0,1,0,cin,14
3350,D. Ogletree,0,0,0.0,0,0,2,0,cin,14
3351,D. Adams,8,101,12.6,24,1,12,0,lac,15
3352,T. Tucker,3,59,19.7,30,2,4,0,lac,15
3353,M. Mayer,4,39,9.8,13,1,5,0,lac,15
3354,J. Meyers,2,32,16.0,22,1,4,0,lac,15
3355,Z. White,3,16,5.3,6,0,4,0,lac,15
3356,A. Abdullah,2,13,6.5,8,0,2,0,lac,15
3357,A. Hooper,0,0,0.0,0,0,1,0,lac,15
3358,H. Renfrow,0,0,0.0,0,0,2,0,lac,15
3359,J. Palmer,4,113,28.3,79,1,4,0,lv,15
3360,G. Everett,5,41,8.2,13,0,8,0,lv,15
3361,A. Ekeler,4,29,7.3,12,0,6,0,lv,15
3362,Q. Johnston,2,23,11.5,17,1,3,0,lv,15
3363,J. Guyton,2,19,9.5,14,0,2,0,lv,15
3364,S. Smartt,3,15,5.0,6,0,3,0,lv,15
3365,A. Erickson,1,13,13.0,13,1,2,0,lv,15
3366,J. Kelley,1,6,6.0,6,0,1,0,lv,15
3367,D. Davis,1,-2,-2.0,-2,0,2,0,lv,15
3368,J. Agnew,2,70,35.0,65,1,2,0,bal,15
3369,Z. Jones,5,59,11.8,36,0,8,0,bal,15
3370,C. Ridley,5,39,7.8,13,0,12,0,bal,15
3371,E. Engram,4,28,7.0,11,0,6,0,bal,15
3372,T. Etienne Jr.,4,28,7.0,13,0,6,0,bal,15
3373,L. Farrell,1,28,28.0,28,0,1,0,bal,15
3374,P. Washington,4,12,3.0,6,0,6,0,bal,15
3375,E. Cooks,0,0,0.0,0,0,1,0,bal,15
3376,I. Likely,5,70,14.0,26,1,6,0,jax,15
3377,R. Bateman,3,39,13.0,18,0,6,0,jax,15
3378,K. Mitchell,2,15,7.5,15,0,2,0,jax,15
3379,C. Kolar,1,15,15.0,15,0,1,0,jax,15
3380,O. Beckham Jr.,1,14,14.0,14,0,3,0,jax,15
3381,G. Edwards,1,11,11.0,11,0,1,0,jax,15
3382,Z. Flowers,1,7,7.0,7,0,2,0,jax,15
3383,N. Agholor,0,0,0.0,0,0,1,0,jax,15
3384,J. Hill,0,0,0.0,0,0,1,0,jax,15
3385,C. Kupp,8,111,13.9,62,1,8,0,was,15
3386,P. Nacua,5,50,10.0,18,0,8,0,was,15
3387,D. Robinson,2,44,22.0,23,1,3,0,was,15
3388,T. Higbee,4,36,9.0,14,0,5,0,was,15
3389,D. Allen,1,14,14.0,14,0,1,0,was,15
3390,K. Williams,5,3,0.6,7,0,7,1,was,15
3391,T. McLaurin,6,141,23.5,48,1,12,0,lar,15
3392,C. Samuel,5,41,8.2,19,2,9,0,lar,15
3393,A. Gibson,5,20,4.0,8,0,5,0,lar,15
3394,J. Dotson,1,12,12.0,12,0,1,0,lar,15
3395,L. Thomas,1,7,7.0,7,0,3,0,lar,15
3396,B. Pringle,1,5,5.0,5,0,1,0,lar,15
3397,J. Bates,0,0,0.0,0,0,1,0,lar,15
3398,D. Brown,0,0,0.0,0,0,1,0,lar,15
3399,J. Williams,0,0,0.0,0,0,1,0,lar,15
3400,D. Metcalf,5,78,15.6,34,0,6,0,phi,15
3401,J. Smith-Njigba,4,48,12.0,29,1,4,0,phi,15
3402,K. Walker III,3,26,8.7,15,0,3,0,phi,15
3403,T. Lockett,3,21,7.0,12,0,9,0,phi,15
3404,N. Fant,3,16,5.3,6,0,5,0,phi,15
3405,W. Dissly,2,9,4.5,5,0,2,0,phi,15
3406,C. Parkinson,1,6,6.0,6,0,1,0,phi,15
3407,J. Bobo,1,4,4.0,4,0,1,0,phi,15
3408,Z. Charbonnet,0,0,0.0,0,0,1,0,phi,15
3409,A. Brown,5,56,11.2,15,0,10,0,sea,15
3410,D. Smith,5,50,10.0,17,0,5,0,sea,15
3411,D. Goedert,4,30,7.5,18,0,9,0,sea,15
3412,J. Jones,1,6,6.0,6,0,1,0,sea,15
3413,D. Swift,2,1,0.5,6,0,3,0,sea,15
3414,K. Gainwell,0,0,0.0,0,0,1,0,sea,15
3415,Q. Watkins,0,0,0.0,0,0,1,0,sea,15
3416,T. Burks,3,62,20.7,37,0,3,0,hou,15
3417,C. Moore,3,39,13.0,23,0,4,0,hou,15
3418,C. Okonkwo,3,36,12.0,22,0,3,0,hou,15
3419,N. Westbrook-Ikhine,1,33,33.0,33,0,2,0,hou,15
3420,D. Hopkins,2,21,10.5,17,0,9,0,hou,15
3421,T. Spears,1,7,7.0,7,0,1,0,hou,15
3422,D. Henry,4,1,0.3,3,0,4,0,hou,15
3423,N. Brown,8,82,10.3,22,1,11,0,ten,15
3424,D. Schultz,4,58,14.5,19,0,5,0,ten,15
3425,D. Singletary,4,49,12.3,41,0,5,0,ten,15
3426,R. Woods,3,30,10.0,15,0,5,0,ten,15
3427,B. Jordan,1,14,14.0,14,0,1,0,ten,15
3428,J. Metchie III,1,1,1.0,1,0,1,0,ten,15
3429,S. Sims,1,0,0.0,0,0,1,0,ten,15
3430,A. Beck,1,-5,-5.0,-5,0,1,0,ten,15
3431,X. Hutchinson,0,0,0.0,0,0,3,0,ten,15
3432,D. Ogunbowale,0,0,0.0,0,0,1,0,ten,15
3433,S. Diggs,4,48,12.0,18,0,5,0,dal,15
3434,J. Cook,2,42,21.0,24,1,3,0,dal,15
3435,T. Johnson,1,4,4.0,4,0,1,0,dal,15
3436,G. Davis,0,0,0.0,0,0,1,0,dal,15
3437,D. Kincaid,0,0,0.0,0,0,2,0,dal,15
3438,K. Shakir,0,0,0.0,0,0,1,0,dal,15
3439,C. Lamb,7,53,7.6,16,0,10,0,buf,15
3440,J. Ferguson,6,44,7.3,13,0,8,0,buf,15
3441,B. Cooks,2,10,5.0,8,0,6,0,buf,15
3442,M. Gallup,1,9,9.0,9,0,1,0,buf,15
3443,R. Dowdle,2,8,4.0,4,0,3,0,buf,15
3444,T. Pollard,2,5,2.5,5,0,3,0,buf,15
3445,P. Hendershot,1,5,5.0,5,0,1,0,buf,15
3446,H. Henry,7,66,9.4,16,1,9,0,kc,15
3447,D. Parker,5,44,8.8,20,0,5,0,kc,15
3448,D. Douglas,3,33,11.0,16,0,5,0,kc,15
3449,E. Elliott,5,21,4.2,7,0,6,0,kc,15
3450,M. Gesicki,1,7,7.0,7,0,2,0,kc,15
3451,T. Thornton,1,5,5.0,5,0,1,0,kc,15
3452,P. Brown,1,4,4.0,4,0,1,0,kc,15
3453,J. Reagor,0,0,0.0,0,0,2,0,kc,15
3454,R. Rice,9,91,10.1,24,1,9,0,ne,15
3455,C. Edwards-Helaire,4,64,16.0,48,1,4,0,ne,15
3456,N. Gray,2,37,18.5,32,0,2,0,ne,15
3457,J. Watson,1,31,31.0,31,0,3,0,ne,15
3458,T. Kelce,5,28,5.6,11,0,7,0,ne,15
3459,J. McKinnon,3,19,6.3,8,1,3,0,ne,15
3460,R. James Jr.,1,17,17.0,17,0,1,0,ne,15
3461,M. Valdes-Scantling,1,17,17.0,17,0,1,0,ne,15
3462,K. Toney,2,5,2.5,3,0,4,0,ne,15
3463,B. Bell,0,0,0.0,0,0,1,0,ne,15
3464,T. McBride,10,102,10.2,38,0,11,0,sf,15
3465,E. Higgins,4,44,11.0,17,1,4,0,sf,15
3466,G. Swaim,1,26,26.0,26,0,1,0,sf,15
3467,G. Dortch,2,15,7.5,10,0,3,0,sf,15
3468,M. Carter,3,10,3.3,8,0,3,0,sf,15
3469,E. Demercado,1,6,6.0,6,0,3,0,sf,15
3470,R. Moore,2,5,2.5,4,0,3,0,sf,15
3471,J. Conner,3,3,1.0,6,0,3,0,sf,15
3472,Z. Pascal,0,0,0.0,0,0,4,0,sf,15
3473,M. Wilson,0,0,0.0,0,0,3,0,sf,15
3474,C. McCaffrey,5,72,14.4,41,2,5,0,ari,15
3475,G. Kittle,2,54,27.0,35,0,4,0,ari,15
3476,D. Samuel,4,48,12.0,19,2,7,0,ari,15
3477,B. Aiyuk,3,37,12.3,22,0,5,0,ari,15
3478,K. Juszczyk,2,26,13.0,17,0,2,0,ari,15
3479,J. Jennings,2,25,12.5,22,0,2,0,ari,15
3480,R. Bell,0,0,0.0,0,0,1,0,ari,15
3481,A. Kamara,5,44,8.8,17,0,5,0,nyg,15
3482,J. Johnson,2,38,19.0,23,1,2,0,nyg,15
3483,R. Shaheed,3,36,12.0,19,0,4,0,nyg,15
3484,A. Perry,2,34,17.0,18,0,2,0,nyg,15
3485,L. Bowden Jr.,3,31,10.3,17,0,5,0,nyg,15
3486,F. Moreau,3,13,4.3,8,0,5,0,nyg,15
3487,J. Graham,2,9,4.5,8,1,2,0,nyg,15
3488,K. Kirkwood,1,7,7.0,7,1,1,0,nyg,15
3489,T. Hill,1,4,4.0,4,0,1,0,nyg,15
3490,J. Williams,1,2,2.0,2,0,1,0,nyg,15
3491,D. Slayton,4,63,15.8,33,0,8,0,no,15
3492,D. Waller,4,40,10.0,29,0,6,0,no,15
3493,W. Robinson,4,25,6.3,13,0,4,0,no,15
3494,S. Barkley,2,23,11.5,17,0,2,0,no,15
3495,D. Bellinger,2,13,6.5,8,0,2,0,no,15
3496,M. Breida,2,11,5.5,8,0,3,0,no,15
3497,L. Cager,1,9,9.0,9,0,1,0,no,15
3498,E. Gray,3,6,2.0,3,0,4,0,no,15
3499,I. Hodgins,0,0,0.0,0,0,1,0,no,15
3500,J. Hyatt,0,0,0.0,0,0,3,0,no,15
3501,D. Wicks,6,97,16.2,22,0,7,0,tb,15
3502,T. Kraft,4,57,14.3,36,1,6,0,tb,15
3503,J. Reed,6,52,8.7,20,1,8,0,tb,15
3504,R. Doubs,3,30,10.0,12,0,3,0,tb,15
3505,M. Heath,3,29,9.7,15,0,3,0,tb,15
3506,A. Jones,4,16,4.0,5,0,4,0,tb,15
3507,B. Melton,1,7,7.0,7,0,2,0,tb,15
3508,P. Taylor,2,-4,-2.0,-1,0,2,0,tb,15
3509,B. Sims,0,0,0.0,0,0,1,0,tb,15
3510,C. Godwin,10,155,15.5,25,0,12,0,gb,15
3511,D. Moore,2,68,34.0,52,1,2,0,gb,15
3512,M. Evans,4,57,14.3,19,1,6,0,gb,15
3513,R. White,2,50,25.0,26,1,2,0,gb,15
3514,C. Otton,2,44,22.0,22,0,2,0,gb,15
3515,T. Palmer,1,5,5.0,5,0,2,0,gb,15
3516,K. Kieft,1,2,2.0,2,1,1,0,gb,15
3517,A. Cooper,4,109,27.3,51,1,8,0,chi,15
3518,D. Njoku,10,104,10.4,34,1,14,0,chi,15
3519,M. Goodwin,1,57,57.0,57,0,1,0,chi,15
3520,C. Tillman,4,52,13.0,19,0,8,0,chi,15
3521,E. Moore,2,17,8.5,11,0,3,0,chi,15
3522,K. Hunt,1,12,12.0,12,0,1,0,chi,15
3523,J. Ford,4,11,2.8,5,0,5,0,chi,15
3524,P. Strong Jr.,2,9,4.5,7,0,2,0,chi,15
3525,J. Akins,1,8,8.0,8,0,1,0,chi,15
3526,H. Bryant,0,0,0.0,0,0,1,0,chi,15
3527,D. Moore,4,52,13.0,27,0,8,0,cle,15
3528,T. Scott,3,49,16.3,30,0,4,0,cle,15
3529,R. Johnson,4,24,6.0,12,0,6,0,cle,15
3530,C. Kmet,5,23,4.6,8,1,7,0,cle,15
3531,D. Mooney,2,14,7.0,9,0,8,0,cle,15
3532,K. Herbert,1,4,4.0,4,0,1,0,cle,15
3533,R. Tonyan,0,0,0.0,0,0,1,0,cle,15
3534,J. Waddle,8,142,17.8,60,1,9,0,nyj,15
3535,D. Smythe,4,32,8.0,11,0,4,0,nyj,15
3536,D. Achane,3,30,10.0,13,0,3,0,nyj,15
3537,B. Berrios,1,12,12.0,12,0,1,0,nyj,15
3538,C. Claypool,2,8,4.0,5,0,2,0,nyj,15
3539,C. Wilson Jr.,2,2,1.0,3,0,3,0,nyj,15
3540,R. Mostert,2,1,0.5,1,0,2,0,nyj,15
3541,J. Wilson Jr.,1,1,1.0,1,0,2,0,nyj,15
3542,G. Wilson,3,29,9.7,18,0,4,0,mia,15
3543,X. Gipson,2,29,14.5,21,0,6,0,mia,15
3544,A. Lazard,3,21,7.0,11,0,6,0,mia,15
3545,T. Conklin,4,18,4.5,10,0,7,0,mia,15
3546,J. Ruckert,2,16,8.0,9,0,2,0,mia,15
3547,I. Abanikanda,2,11,5.5,13,0,2,0,mia,15
3548,D. Cook,1,6,6.0,6,0,1,0,mia,15
3549,B. Hall,1,6,6.0,6,0,2,0,mia,15
3550,R. Cobb,0,0,0.0,0,0,3,0,mia,15
3551,A. St. Brown,7,112,16.0,29,1,9,0,den,15
3552,S. LaPorta,5,56,11.2,19,3,6,0,den,15
3553,J. Williams,4,47,11.8,18,0,7,0,den,15
3554,J. Reynolds,2,41,20.5,21,0,3,0,den,15
3555,K. Raymond,1,12,12.0,12,0,1,0,den,15
3556,J. Gibbs,2,8,4.0,9,1,2,0,den,15
3557,D. Peoples-Jones,1,5,5.0,5,0,1,0,den,15
3558,D. Montgomery,2,-3,-1.5,4,0,3,0,den,15
3559,J. Jeudy,3,74,24.7,40,0,7,0,det,15
3560,C. Sutton,5,71,14.2,23,0,6,0,det,15
3561,A. Trautman,1,24,24.0,24,0,3,0,det,15
3562,L. Krull,1,18,18.0,18,0,3,0,det,15
3563,L. Humphrey,3,16,5.3,8,1,4,0,det,15
3564,J. McLaughlin,2,16,8.0,8,0,3,0,det,15
3565,S. Perine,1,11,11.0,11,0,1,0,det,15
3566,J. Williams,2,-7,-3.5,-2,0,2,0,det,15
3567,B. Johnson,0,0,0.0,0,0,1,0,det,15
3568,M. Mims Jr.,0,0,0.0,0,0,2,0,det,15
3569,M. Pittman Jr.,4,78,19.5,42,0,5,0,pit,15
3570,D. Montgomery,2,48,24.0,34,1,4,0,pit,15
3571,M. Alie-Cox,2,21,10.5,18,1,3,0,pit,15
3572,Z. Moss,3,20,6.7,16,1,3,0,pit,15
3573,J. Downs,3,19,6.3,8,0,3,0,pit,15
3574,A. Pierce,1,13,13.0,13,0,5,0,pit,15
3575,T. Goodson,2,10,5.0,7,0,2,0,pit,15
3576,K. Granson,1,6,6.0,6,0,1,0,pit,15
3577,D. Ogletree,0,0,0.0,0,0,1,0,pit,15
3578,D. Johnson,4,62,15.5,25,1,6,0,ind,15
3579,G. Pickens,3,47,15.7,17,0,7,0,ind,15
3580,J. Warren,5,28,5.6,11,0,6,0,ind,15
3581,A. Robinson II,3,19,6.3,8,0,3,0,ind,15
3582,P. Freiermuth,3,16,5.3,6,0,4,0,ind,15
3583,A. Thielen,4,43,10.8,16,0,7,0,atl,15
3584,J. Mingo,4,32,8.0,20,0,5,0,atl,15
3585,T. Tremble,2,32,16.0,19,0,2,0,atl,15
3586,D. Chark Jr.,1,18,18.0,18,0,2,0,atl,15
3587,C. Hubbard,2,16,8.0,10,0,2,0,atl,15
3588,S. Sullivan,1,14,14.0,14,0,1,0,atl,15
3589,M. Sanders,2,11,5.5,7,0,2,0,atl,15
3590,I. Smith-Marsette,2,1,0.5,8,0,2,0,atl,15
3591,J. Smith,2,61,30.5,56,0,2,0,car,15
3592,K. Pitts,3,37,12.3,24,0,4,0,car,15
3593,D. London,2,24,12.0,13,0,3,0,car,15
3594,K. Hodge,1,10,10.0,10,0,1,0,car,15
3595,T. Fisk,1,9,9.0,9,0,1,0,car,15
3596,T. Allgeier,1,6,6.0,6,0,1,0,car,15
3597,B. Robinson,1,3,3.0,3,0,3,0,car,15
3598,C. Patterson,1,2,2.0,2,1,3,0,car,15
3599,V. Jefferson,0,0,0.0,0,0,1,0,car,15
3600,J. Chase,4,64,16.0,25,0,4,0,min,15
3601,T. Higgins,4,61,15.3,21,2,8,0,min,15
3602,T. Boyd,2,53,26.5,44,0,5,0,min,15
3603,T. Hudson,5,49,9.8,14,0,5,0,min,15
3604,C. Brown,3,28,9.3,13,0,3,0,min,15
3605,M. Wilcox,2,20,10.0,10,0,2,0,min,15
3606,I. Smith Jr.,2,18,9.0,14,0,3,0,min,15
3607,J. Mixon,3,14,4.7,7,0,3,0,min,15
3608,C. Jones,2,10,5.0,7,0,3,0,min,15
3609,A. Iosivas,1,5,5.0,5,0,2,0,min,15
3610,T. Williams,1,2,2.0,2,0,1,0,min,15
